Kitap ID;Yazar ID;Kitap ID;Dil ID;Sayfa Sayisi;Yayin Tarihi; Satis Adedi ;Satis Tutari
436;28;14;4;457;7.12.2000; 6.656 ; 135.449,60 
437;194;30;4;189;28.09.2015; 5.112 ; 146.509,92 
438;50;22;4;582;31.10.2016; 3.190 ; 33.558,80 
439;62;16;12;638;13.03.2004; 9.822 ; 497.484,30 
440;104;3;4;489;19.10.2002; 2.777 ; 85.142,82 
441;129;8;4;397;7.06.2009; 10.081 ; 438.926,74 
442;125;7;4;339;4.08.2016; 8.144 ; 64.093,28 
443;11;4;6;465;15.01.2010; 10.000 ; 505.400,00 
444;159;13;4;445;3.06.2019; 9.937 ; 425.601,71 
445;220;2;6;124;3.01.2019; 1.682 ; 24.658,12 
446;95;27;6;460;18.06.2003; 5.678 ; 138.827,10 
447;187;22;8;354;29.09.2014; 2.288 ; 113.759,36 
448;146;14;4;198;25.09.2012; 5.884 ; 128.388,88 
449;78;12;4;183;29.04.2015; 10.223 ; 444.291,58 
450;144;26;1;413;5.08.2014; 9.333 ; 438.371,01 
451;208;7;6;436;28.03.2001; 11.579 ; 624.802,84 
452;179;28;6;125;27.03.2009; 4.069 ; 134.724,59 
453;200;1;4;537;15.06.2013; 8.309 ; 462.478,94 
454;71;26;2;401;8.06.2009; 4.668 ; 99.195,00 
455;104;30;4;111;26.10.2019; 3.633 ; 45.739,47 
456;91;14;3;214;4.11.2008; 5.952 ; 303.611,52 
457;222;16;4;423;2.10.2007; 8.099 ; 128.450,14 
458;119;6;4;236;22.05.2018; 861 ; 19.897,71 
459;118;29;7;525;23.09.2012; 11.462 ; 104.648,06 
460;234;13;6;390;13.04.2014; 1.015 ; 38.681,65 
461;131;30;4;336;2.03.2008; 7.376 ; 328.158,24 
462;216;4;9;376;2.05.2000; 4.849 ; 199.002,96 
463;159;1;4;368;27.11.2005; 4.033 ; 65.253,94 
464;234;2;6;474;22.02.2018; 682 ; 19.968,96 
465;148;17;4;449;11.06.2019; 8.183 ; 118.080,69 
466;90;13;4;326;31.07.2002; 8.971 ; 264.285,66 
467;228;14;4;408;21.01.2011; 9.825 ; 432.005,25 
468;179;17;9;169;1.04.2006; 4.995 ; 276.223,50 
469;71;28;4;634;23.06.2009; 8.716 ; 453.929,28 
470;56;17;6;498;27.08.2015; 1.477 ; 75.105,45 
471;213;27;9;360;4.05.2002; 9.810 ; 357.868,80 
472;84;4;4;534;28.04.2011; 7.974 ; 393.915,60 
473;206;25;12;256;17.07.2003; 8.912 ; 303.988,32 
474;151;2;6;233;30.05.2005; 9.559 ; 65.096,79 
475;10;16;4;582;13.09.2012; 761 ; 8.972,19 
476;119;3;4;196;9.07.2003; 4.086 ; 65.253,42 
477;55;10;4;164;20.06.2018; 3.261 ; 162.528,24 
478;175;19;4;181;22.01.2005; 3.539 ; 98.171,86 
479;25;8;4;546;21.02.2012; 4.316 ; 82.047,16 
480;111;11;4;390;8.02.2016; 187 ; 6.668,42 
481;165;23;3;458;11.06.2014; 5.150 ; 241.792,50 
482;8;9;6;291;13.04.2016; 5.307 ; 283.606,08 
483;79;7;6;544;4.09.2018; 11.627 ; 98.596,96 
484;20;16;4;562;12.05.2003; 1.151 ; 52.105,77 
485;236;22;4;242;23.12.2008; 1.304 ; 13.913,68 
486;154;1;7;518;15.02.2010; 7.814 ; 249.110,32 
487;57;1;4;202;15.04.2013; 7.678 ; 399.256,00 
488;202;23;4;464;29.11.2010; 2.106 ; 91.969,02 
489;7;11;4;500;13.04.2005; 8.874 ; 207.562,86 
490;118;13;4;438;14.02.2004; 5.973 ; 275.355,30 
491;51;11;4;215;16.02.2002; 6.662 ; 248.092,88 
492;153;1;4;178;8.12.2018; 3.046 ; 46.695,18 
493;75;22;4;125;8.02.2004; 2.283 ; 38.011,95 
494;58;17;4;339;3.11.2014; 2.441 ; 86.094,07 
495;63;13;4;115;3.03.2019; 2.373 ; 59.633,49 
496;39;14;4;400;16.05.2014; 197 ; 2.444,77 
497;140;1;6;426;14.02.2001; 3.288 ; 164.498,64 
498;2;12;4;450;1.04.2003; 11.674 ; 99.929,44 
499;60;10;4;150;18.07.2002; 10.710 ; 300.308,40 
500;101;2;3;494;9.12.2007; 6.297 ; 272.219,31 
501;103;29;6;253;18.01.2003; 9.295 ; 129.014,60 
502;213;20;6;331;24.10.2018; 5.344 ; 258.168,64 
503;65;23;12;553;7.12.2002; 11.056 ; 399.674,40 
504;188;22;6;417;21.09.2007; 6.165 ; 334.882,80 
505;114;22;2;584;30.05.2014; 5.579 ; 131.497,03 
506;207;4;1;138;27.11.2001; 9.843 ; 331.905,96 
507;16;19;4;451;17.07.2019; 42 ; 1.068,06 
508;15;30;4;306;18.06.2010; 8.997 ; 183.808,71 
509;31;10;4;572;4.03.2004; 677 ; 25.306,26 
510;84;6;4;648;26.03.2009; 1.360 ; 27.975,20 
511;66;11;4;292;4.03.2003; 6.461 ; 261.541,28 
512;227;18;12;435;13.02.2007; 9.042 ; 125.593,38 
513;103;22;9;421;13.11.2002; 11.216 ; 224.656,48 
514;81;5;4;436;25.09.2018; 7.271 ; 253.030,80 
515;141;11;6;397;21.05.2000; 9.724 ; 138.955,96 
516;113;23;4;276;26.08.2008; 1.449 ; 25.096,68 
517;2;20;10;579;14.02.2000; 5.159 ; 111.485,99 
518;211;24;4;351;15.02.2014; 3.033 ; 116.315,55 
519;16;10;4;347;25.06.2012; 2.673 ; 37.074,51 
520;135;6;4;386;24.12.2012; 4.937 ; 231.051,60 
521;176;11;4;457;22.07.2017; 3.129 ; 79.320,15 
522;169;16;11;439;15.02.2002; 6.300 ; 66.339,00 
523;42;2;7;583;7.04.2004; 11.431 ; 138.429,41 
524;240;1;6;447;15.01.2000; 9.323 ; 177.882,84 
525;88;17;4;542;15.08.2003; 6.645 ; 171.706,80 
526;18;25;11;525;12.10.2012; 3.886 ; 108.497,12 
527;53;14;6;228;26.04.2019; 1.336 ; 58.035,84 
528;38;21;4;467;17.03.2014; 10.643 ; 85.463,29 
529;97;6;4;632;1.05.2005; 6.894 ; 121.334,40 
530;118;30;5;346;14.11.2012; 6.635 ; 105.960,95 
531;4;28;4;400;30.01.2005; 6.969 ; 112.131,21 
532;49;15;4;132;10.10.2000; 9.780 ; 458.095,20 
533;79;1;4;147;28.08.2007; 9.534 ; 174.948,90 
534;106;17;4;528;1.07.2000; 9.149 ; 419.847,61 
535;201;23;11;625;30.07.2004; 458 ; 18.393,28 
536;83;19;4;435;13.11.2003; 4.476 ; 194.974,56 
537;15;30;1;428;25.06.2000; 5.082 ; 270.311,58 
538;3;4;6;349;15.05.2003; 1.674 ; 75.514,14 
539;21;4;4;356;8.02.2001; 230 ; 9.678,40 
540;17;30;3;205;8.03.2010; 4.052 ; 155.151,08 
541;233;22;4;176;2.11.2003; 449 ; 23.186,36 
542;70;18;4;141;2.09.2014; 835 ; 15.205,35 
543;171;4;12;530;21.12.2011; 5.002 ; 150.710,26 
544;222;30;12;552;24.12.2006; 2.416 ; 13.722,88 
545;13;28;4;110;23.01.2005; 4.929 ; 217.171,74 
546;140;12;10;111;16.12.2001; 4.344 ; 181.144,80 
547;240;16;3;421;28.05.2012; 8.096 ; 318.658,56 
548;182;4;12;417;11.02.2008; 5.634 ; 215.049,78 
549;148;12;4;311;12.05.2008; 11.434 ; 475.768,74 
550;73;20;4;538;10.06.2007; 7.819 ; 368.353,09 
551;21;20;4;452;19.03.2001; 3.425 ; 88.399,25 
552;96;18;4;571;3.11.2002; 11.774 ; 188.030,78 
553;151;8;6;546;10.10.2017; 10.282 ; 134.899,84 
554;27;7;6;137;24.09.2014; 4.474 ; 200.390,46 
555;230;25;6;369;28.03.2006; 10.754 ; 160.987,38 
556;62;26;4;304;31.07.2010; 7.874 ; 444.644,78 
557;223;5;3;155;1.09.2012; 6.504 ; 255.997,44 
558;204;8;6;161;1.10.2008; 9.194 ; 142.690,88 
559;215;24;4;195;4.08.2000; 6.665 ; 293.593,25 
560;119;21;4;574;13.02.2013; 4.478 ; 212.705,00 
561;28;17;11;350;24.06.2013; 9.406 ; 101.584,80 
562;137;11;9;624;25.08.2014; 4.792 ; 195.705,28 
563;54;21;6;134;8.05.2004; 709 ; 30.295,57 
564;32;28;2;258;5.11.2016; 9.516 ; 281.007,48 
565;87;28;8;495;28.09.2000; 1.972 ; 19.266,44 
566;166;1;8;590;22.09.2008; 868 ; 22.394,40 
567;176;11;4;287;10.04.2018; 8.055 ; 320.750,10 
568;76;1;11;277;11.11.2019; 9.968 ; 312.197,76 
569;140;9;4;481;3.12.2008; 1.895 ; 75.667,35 
570;5;27;4;583;28.12.2010; 1.431 ; 31.381,83 
571;132;16;4;405;31.01.2011; 11.164 ; 400.229,40 
572;153;23;4;530;27.06.2012; 8.346 ; 181.442,04 
573;191;21;4;564;19.12.2019; 6.101 ; 238.305,06 
574;3;26;4;381;29.01.2009; 2.785 ; 105.607,20 
575;90;22;5;561;7.04.2000; 11.475 ; 132.536,25 
576;12;27;8;149;19.09.2001; 2.274 ; 25.264,14 
577;94;25;6;363;10.07.2002; 6.918 ; 148.391,10 
578;185;20;4;501;1.04.2014; 6.312 ; 186.204,00 
579;230;20;8;323;18.08.2010; 8.801 ; 226.625,75 
580;123;11;4;441;7.10.2007; 1.339 ; 36.715,38 
581;120;1;4;419;12.11.2009; 138 ; 6.190,68 
582;226;8;6;570;13.03.2019; 6.552 ; 89.172,72 
583;80;21;6;562;30.06.2002; 4.763 ; 261.393,44 
584;67;3;4;139;7.06.2006; 6.929 ; 123.544,07 
585;183;27;4;529;4.02.2006; 3.572 ; 146.416,28 
586;32;2;4;390;10.08.2000; 11.603 ; 481.756,56 
587;49;8;4;201;27.12.2010; 3.574 ; 77.520,06 
588;61;14;4;306;6.10.2005; 971 ; 21.109,54 
589;227;19;6;415;2.01.2006; 3.395 ; 67.356,80 
590;173;16;3;370;15.01.2013; 9.206 ; 220.023,40 
591;143;9;6;177;19.06.2018; 173 ; 2.577,70 
592;151;8;4;399;23.04.2007; 2.884 ; 93.297,40 
593;43;24;6;244;16.12.2006; 11.570 ; 360.868,30 
594;101;17;1;289;31.12.2001; 2.745 ; 58.303,80 
595;101;4;4;573;20.08.2006; 550 ; 18.942,00 
596;193;23;4;261;5.06.2017; 10.244 ; 180.191,96 
597;198;6;4;319;13.01.2001; 11.957 ; 219.530,52 
598;118;3;8;336;18.02.2008; 11.600 ; 287.448,00 
599;14;1;4;413;5.01.2000; 7.991 ; 205.288,79 
600;44;29;6;130;14.05.2014; 10.035 ; 175.411,80 
601;128;13;8;156;24.06.2018; 9.179 ; 157.603,43 
602;119;20;4;242;3.05.2018; 8.660 ; 447.375,60 
603;220;30;4;369;23.04.2002; 5.420 ; 165.635,20 
604;10;26;11;221;20.03.2009; 8.831 ; 172.381,12 
605;215;25;1;542;18.01.2017; 3.928 ; 150.049,60 
606;109;20;6;426;19.04.2005; 10.261 ; 555.530,54 
607;112;27;4;208;22.12.2015; 4.931 ; 151.283,08 
608;85;4;4;360;24.09.2009; 1.270 ; 46.507,40 
609;98;1;4;249;2.10.2007; 2.862 ; 126.958,32 
610;184;30;4;501;27.06.2004; 5.230 ; 143.249,70 
611;61;13;3;545;4.06.2012; 5.907 ; 303.442,59 
612;164;19;4;151;13.07.2017; 3.116 ; 45.306,64 
613;127;6;4;507;11.08.2004; 3.491 ; 83.888,73 
614;3;8;4;498;2.12.2015; 11.361 ; 303.679,53 
615;149;21;2;143;4.09.2003; 8.610 ; 372.899,10 
616;99;30;4;198;20.04.2011; 9.458 ; 395.155,24 
617;238;25;6;202;26.07.2015; 1.134 ; 36.514,80 
618;228;16;4;419;10.10.2007; 2.861 ; 55.131,47 
619;155;28;6;129;5.08.2003; 3.930 ; 209.193,90 
620;140;23;8;169;7.08.2004; 10.402 ; 355.748,40 
621;33;22;4;517;6.02.2009; 11.600 ; 573.504,00 
622;103;3;11;468;26.03.2007; 11.349 ; 146.288,61 
623;100;18;4;514;25.08.2003; 1.061 ; 16.785,02 
624;1;24;6;267;11.01.2016; 10.087 ; 330.651,86 
625;164;11;4;338;5.03.2004; 2.443 ; 82.084,80 
626;236;10;2;392;28.09.2016; 188 ; 5.092,92 
627;136;10;1;381;13.03.2017; 1.070 ; 28.483,40 
628;228;1;1;396;24.11.2002; 9.954 ; 211.124,34 
629;170;23;2;314;20.12.2013; 4.642 ; 108.576,38 
630;156;16;4;158;16.03.2012; 927 ; 14.034,78 
631;11;12;6;251;19.08.2009; 6.536 ; 271.897,60 
632;96;27;6;160;18.06.2010; 11.203 ; 381.798,24 
633;129;2;11;185;4.12.2005; 1.308 ; 15.696,00 
634;70;28;1;530;26.12.2003; 6.393 ; 43.983,84 
635;145;7;8;456;21.05.2016; 7.510 ; 410.421,50 
636;76;26;6;342;13.04.2004; 7.651 ; 331.976,89 
637;122;3;6;538;22.03.2015; 10.708 ; 182.892,64 
638;106;15;6;576;12.04.2019; 8.863 ; 259.331,38 
639;12;28;4;385;9.10.2017; 1.315 ; 46.248,55 
640;200;6;4;434;22.08.2014; 6.114 ; 166.606,50 
641;98;15;7;493;25.02.2009; 7.763 ; 127.468,46 
642;107;20;1;565;7.12.2004; 6.085 ; 295.244,20 
643;35;5;4;522;27.03.2001; 1.264 ; 51.937,76 
644;64;7;4;159;17.07.2003; 6.287 ; 140.577,32 
645;228;21;4;605;18.04.2011; 8.789 ; 347.692,84 
646;152;6;8;114;31.03.2008; 6.874 ; 218.318,24 
647;230;19;4;162;27.07.2012; 6.661 ; 363.890,43 
648;11;30;9;142;1.02.2004; 9.171 ; 244.590,57 
649;218;22;3;166;3.12.2007; 10.859 ; 199.805,60 
650;3;13;4;316;19.02.2019; 2.088 ; 60.489,36 
651;183;15;4;543;19.05.2006; 4.842 ; 121.631,04 
652;19;3;4;505;1.08.2012; 4.909 ; 111.237,94 
653;57;20;4;460;13.12.2000; 11.929 ; 485.271,72 
654;175;11;4;275;18.02.2007; 11.929 ; 249.912,55 
655;67;23;6;483;10.12.2017; 7.316 ; 407.940,16 
656;134;30;9;248;4.07.2008; 9.010 ; 295.167,60 
657;190;2;4;507;17.11.2013; 4.593 ; 47.307,90 
658;34;9;4;329;11.04.2005; 1.621 ; 91.473,03 
659;235;30;4;355;14.11.2007; 6.159 ; 157.793,58 
660;150;12;4;162;10.03.2009; 10.463 ; 204.237,76 
661;29;15;3;361;3.07.2009; 5.912 ; 112.741,84 
662;30;21;11;181;25.06.2016; 3.607 ; 179.845,02 
663;98;21;4;288;20.03.2013; 5.317 ; 57.476,77 
664;46;1;12;260;25.09.2013; 4.484 ; 74.568,92 
665;25;4;9;115;29.08.2016; 664 ; 30.484,24 
666;53;28;4;117;22.08.2007; 7.765 ; 69.496,75 
667;125;24;4;263;16.03.2018; 2.923 ; 20.928,68 
668;141;23;5;525;21.10.2003; 7.447 ; 84.970,27 
669;192;11;4;509;16.01.2011; 965 ; 40.530,00 
670;208;6;4;267;9.08.2007; 2.768 ; 66.653,44 
671;48;5;7;299;29.03.2000; 2.975 ; 52.865,75 
672;205;13;11;589;22.10.2002; 1.935 ; 98.762,40 
673;12;15;4;134;10.03.2008; 11.065 ; 572.945,70 
674;153;16;9;254;14.08.2019; 4.118 ; 169.414,52 
675;205;20;4;546;2.07.2019; 7.063 ; 134.550,15 
676;68;1;5;337;25.12.2003; 1.307 ; 55.364,52 
677;130;27;8;216;10.01.2001; 1.400 ; 22.162,00 
678;5;14;4;241;21.04.2013; 9.934 ; 191.030,82 
679;206;22;4;540;3.08.2003; 4.894 ; 121.762,72 
680;28;29;7;554;25.12.2013; 11.814 ; 507.056,88 
681;203;17;11;562;1.03.2001; 7.915 ; 280.824,20 
682;177;27;4;382;30.09.2018; 4.235 ; 143.990,00 
683;54;6;6;635;12.06.2002; 7.114 ; 145.979,28 
684;133;24;7;337;2.09.2007; 7.405 ; 221.927,85 
685;29;8;9;412;10.12.2013; 5.737 ; 253.518,03 
686;151;20;4;520;3.05.2018; 8.208 ; 162.025,92 
687;181;4;4;156;3.05.2015; 9.436 ; 70.770,00 
688;120;29;5;317;11.03.2014; 2.399 ; 54.985,08 
689;70;28;3;625;15.08.2007; 4.611 ; 164.013,27 
690;196;22;9;619;28.03.2009; 7.038 ; 139.211,64 
691;124;25;4;584;30.10.2003; 5.252 ; 70.376,80 
692;208;4;9;376;14.06.2013; 6.936 ; 354.984,48 
693;75;9;3;576;8.04.2008; 8.437 ; 87.576,06 
694;119;30;7;397;17.11.2017; 465 ; 6.277,50 
695;45;30;4;345;26.05.2000; 10.997 ; 177.821,49 
696;10;11;1;362;9.02.2011; 11.696 ; 278.481,76 
697;91;30;4;271;15.11.2017; 7.121 ; 126.397,75 
698;12;11;4;228;22.04.2019; 9.972 ; 391.101,84 
699;82;30;4;184;31.01.2011; 6.076 ; 149.530,36 
700;224;14;4;272;12.12.2014; 3.117 ; 43.014,60 
701;151;7;1;189;21.09.2014; 4.114 ; 147.116,64 
702;76;18;4;321;27.08.2011; 2.277 ; 21.768,12 
703;35;16;4;157;21.01.2004; 4.293 ; 121.062,60 
704;224;5;5;241;4.07.2014; 1.134 ; 32.319,00 
705;167;23;5;167;27.08.2014; 9.200 ; 215.280,00 
706;52;21;10;525;30.07.2003; 7.823 ; 258.471,92 
707;39;17;4;387;14.10.2015; 10.168 ; 190.141,60 
708;110;23;4;271;24.07.2013; 8.902 ; 138.248,06 
709;232;16;4;614;2.01.2018; 10.502 ; 102.499,52 
710;79;14;4;274;31.08.2015; 6.040 ; 73.808,80 
711;239;10;7;430;4.03.2009; 10.301 ; 264.941,72 
712;51;20;10;485;18.07.2015; 6.632 ; 51.928,56 
713;172;23;3;338;1.01.2009; 7.968 ; 325.253,76 
714;201;24;7;162;6.11.2002; 2.408 ; 53.674,32 
715;166;30;4;322;25.09.2015; 775 ; 6.021,75 
716;192;29;4;437;3.04.2004; 9.161 ; 357.004,17 
717;142;16;4;303;20.01.2009; 5.514 ; 160.071,42 
718;125;14;12;632;9.05.2005; 10.013 ; 91.819,21 
719;76;15;6;407;6.06.2013; 8.611 ; 309.737,67 
720;159;1;4;225;29.03.2010; 9.080 ; 121.036,40 
721;181;8;4;344;4.09.2000; 10.801 ; 256.631,76 
722;205;27;4;556;11.03.2007; 2.119 ; 34.666,84 
723;70;6;4;600;9.12.2011; 6.622 ; 258.390,44 
724;137;26;6;244;2.09.2005; 11.101 ; 120.778,88 
725;200;17;4;528;18.09.2008; 7.250 ; 150.872,50 
726;100;21;4;253;19.10.2005; 73 ; 1.947,64 
727;152;7;4;362;8.07.2003; 3.206 ; 92.204,56 
728;178;20;7;526;11.06.2016; 11.680 ; 85.030,40 
729;29;2;10;245;4.12.2014; 5.132 ; 221.086,56 
730;59;5;4;536;9.05.2010; 936 ; 31.374,72 
731;187;20;12;448;13.07.2013; 7.131 ; 293.298,03 
732;178;26;6;365;21.11.2008; 2.755 ; 29.698,90 
733;15;2;4;400;8.08.2003; 9.749 ; 76.237,18 
734;142;4;4;109;14.07.2018; 7.989 ; 143.082,99 
735;204;1;4;471;17.07.2019; 436 ; 19.371,48 
736;63;1;4;217;29.12.2014; 6.359 ; 141.042,62 
737;31;7;6;555;13.07.2019; 5.181 ; 88.128,81 
738;51;16;4;353;30.01.2000; 8.681 ; 200.878,34 
739;81;26;4;648;20.01.2014; 11.742 ; 417.545,52 
740;58;12;4;231;12.09.2010; 3.188 ; 90.156,64 
741;4;20;12;594;12.03.2006; 4.225 ; 223.840,50 
742;220;23;4;235;10.01.2009; 7.917 ; 250.414,71 
743;12;4;4;485;7.05.2002; 4.635 ; 46.813,50 
744;223;4;2;295;13.10.2003; 8.458 ; 437.363,18 
745;51;17;6;549;19.07.2010; 9.845 ; 104.061,65 
746;189;16;3;447;12.07.2014; 6.112 ; 94.491,52 
747;164;23;4;115;8.02.2013; 1.750 ; 54.495,00 
748;50;28;5;198;26.11.2006; 4.441 ; 212.901,54 
749;96;28;4;636;22.06.2019; 5.087 ; 113.236,62 
750;205;6;6;260;17.12.2015; 1.826 ; 73.405,20 
751;206;15;4;114;25.02.2008; 4.896 ; 68.250,24 
752;224;5;4;560;6.12.2014; 11.480 ; 590.646,00 
753;238;30;6;135;10.07.2010; 10.563 ; 559.416,48 
754;121;2;4;192;11.03.2016; 1.364 ; 7.747,52 
755;54;30;6;588;9.09.2006; 4.529 ; 84.012,95 
756;236;3;6;127;24.01.2012; 4.826 ; 42.565,32 
757;177;26;4;222;17.02.2003; 9.367 ; 155.492,20 
758;191;8;6;313;16.03.2007; 11.446 ; 418.694,68 
759;129;7;2;312;17.03.2016; 4.507 ; 144.990,19 
760;162;19;4;377;11.10.2003; 3.291 ; 26.229,27 
761;135;27;6;253;11.11.2001; 3.019 ; 72.123,91 
762;84;18;10;466;18.11.2006; 8.738 ; 120.322,26 
763;231;17;4;192;4.10.2006; 5.018 ; 107.786,64 
764;39;30;4;316;16.06.2003; 5.396 ; 226.362,20 
765;194;12;4;583;25.03.2003; 111 ; 3.920,52 
766;21;30;4;503;13.04.2005; 7.761 ; 173.535,96 
767;76;10;1;204;23.05.2015; 2.122 ; 33.803,46 
768;233;25;4;636;10.10.2000; 4.678 ; 140.667,46 
769;156;27;4;298;6.09.2000; 11.558 ; 309.985,56 
770;239;19;8;446;14.01.2007; 10.460 ; 367.355,20 
771;71;14;5;193;18.04.2003; 5.314 ; 252.574,42 
772;187;20;8;202;25.06.2006; 337 ; 18.005,91 
773;132;17;4;104;27.07.2015; 5.397 ; 267.637,23 
774;225;18;2;367;13.04.2012; 8.262 ; 58.412,34 
775;237;4;6;407;8.03.2005; 9.335 ; 477.485,25 
776;222;19;4;247;8.01.2015; 6.432 ; 241.714,56 
777;120;25;6;423;20.06.2010; 4.407 ; 97.042,14 
778;239;27;2;569;27.09.2012; 7.308 ; 255.560,76 
779;70;14;2;528;16.09.2006; 11.659 ; 184.328,79 
780;135;16;4;414;23.07.2016; 6.918 ; 324.869,28 
781;164;9;4;529;5.06.2013; 7.568 ; 401.255,36 
782;36;22;7;145;10.05.2005; 7.396 ; 267.439,36 
783;120;13;2;158;23.10.2003; 11.142 ; 95.709,78 
784;238;20;4;592;3.01.2005; 7.180 ; 127.014,20 
785;82;4;4;140;11.10.2007; 9.194 ; 499.969,72 
786;9;29;4;181;4.06.2017; 11.054 ; 114.740,52 
787;25;22;4;536;22.01.2019; 6.956 ; 308.011,68 
788;239;25;4;240;2.01.2013; 9.002 ; 412.831,72 
789;208;1;7;540;14.04.2006; 8.353 ; 434.105,41 
790;117;24;7;446;2.07.2002; 3.254 ; 126.482,98 
791;135;30;1;229;2.04.2013; 9.234 ; 264.092,40 
792;101;1;4;240;28.09.2016; 11.421 ; 224.194,23 
793;171;13;2;295;14.04.2010; 4.971 ; 231.449,76 
794;118;14;4;156;8.04.2013; 1.515 ; 26.967,00 
795;140;3;4;609;27.06.2005; 1.522 ; 43.529,20 
796;151;10;11;253;6.12.2000; 6.757 ; 230.548,84 
797;194;27;11;559;19.01.2007; 10.484 ; 209.260,64 
798;90;19;4;323;7.04.2004; 4.400 ; 225.808,00 
799;179;14;1;631;19.09.2000; 1.111 ; 52.261,44 
800;64;11;4;318;2.09.2012; 10.897 ; 290.405,05 
801;59;4;4;314;2.04.2004; 9.940 ; 420.660,80 
802;229;22;4;474;7.06.2013; 1.729 ; 88.057,97 
803;117;12;4;270;10.08.2012; 11.412 ; 101.452,68 
804;52;18;2;274;16.05.2015; 8.142 ; 208.842,30 
805;8;10;4;148;24.08.2006; 7.087 ; 88.233,15 
806;70;20;6;368;15.06.2015; 2.802 ; 108.073,14 
807;11;10;9;325;7.03.2002; 3.339 ; 184.079,07 
808;81;6;3;459;8.08.2016; 2.581 ; 81.791,89 
809;209;6;4;106;23.10.2014; 3.074 ; 104.423,78 
810;82;7;4;136;27.06.2010; 1.466 ; 72.420,40 
811;198;28;4;547;17.09.2002; 595 ; 12.655,65 
812;155;6;11;623;3.04.2001; 10.583 ; 514.227,97 
813;191;20;6;218;28.09.2012; 8.748 ; 486.388,80 
814;112;9;4;514;21.11.2016; 10.680 ; 124.101,60 
815;215;5;5;256;24.09.2018; 10.158 ; 260.959,02 
816;18;4;4;482;20.01.2014; 2.179 ; 78.661,90 
817;145;20;6;109;7.09.2003; 8.787 ; 96.305,52 
818;86;4;4;518;9.02.2003; 3.282 ; 90.714,48 
819;220;11;7;161;6.03.2005; 3.873 ; 41.208,72 
820;194;14;4;590;12.11.2002; 11.576 ; 320.886,72 
821;115;22;8;619;27.05.2011; 10.604 ; 491.813,52 
822;22;22;11;308;10.09.2006; 3.939 ; 81.734,25 
823;212;10;4;322;26.04.2000; 11.159 ; 511.974,92 
824;177;19;4;635;2.08.2000; 11.282 ; 211.311,86 
825;86;17;4;533;3.01.2000; 10.340 ; 224.378,00 
826;184;17;4;563;15.08.2013; 10.603 ; 583.907,21 
827;169;11;4;228;6.03.2010; 7.112 ; 43.809,92 
828;193;5;6;474;8.09.2011; 4.087 ; 70.909,45 
829;57;8;4;435;26.06.2017; 10.505 ; 370.406,30 
830;106;17;6;411;3.07.2002; 1.105 ; 61.924,20 
831;50;5;3;601;27.04.2002; 10.579 ; 366.350,77 
832;223;1;4;149;16.06.2017; 5.441 ; 220.306,09 
833;173;12;10;595;1.05.2006; 11.409 ; 102.224,64 
834;166;30;7;134;1.09.2001; 11.736 ; 537.626,16 
835;159;21;6;555;6.08.2012; 10.957 ; 435.650,32 
836;221;13;4;649;12.09.2007; 3.402 ; 183.810,06 
837;212;15;4;148;14.08.2016; 4.083 ; 34.093,05 
838;18;23;8;519;25.06.2011; 10.532 ; 347.240,04 
839;65;6;11;552;30.05.2013; 341 ; 13.377,43 
840;103;19;4;379;29.04.2013; 6.669 ; 119.241,72 
841;230;27;4;548;21.10.2015; 10.152 ; 97.256,16 
842;41;20;4;412;5.06.2014; 4.916 ; 166.209,96 
843;63;30;7;241;24.07.2003; 9.759 ; 60.115,44 
844;238;16;8;535;7.12.2011; 1.604 ; 70.447,68 
845;238;7;4;123;20.06.2015; 690 ; 4.512,60 
846;151;18;4;505;5.05.2007; 9.100 ; 433.979,00 
847;158;16;6;153;2.06.2007; 2.396 ; 81.511,92 
848;53;13;4;647;7.04.2011; 7.205 ; 56.199,00 
849;45;6;3;447;24.07.2017; 8.548 ; 256.098,08 
850;191;13;4;487;19.06.2017; 9.009 ; 422.522,10 
851;45;18;4;429;30.08.2015; 3.258 ; 175.312,98 
852;171;5;6;402;19.06.2018; 3.680 ; 173.843,20 
853;35;1;4;114;14.08.2004; 9.963 ; 59.279,85 
854;60;14;4;479;28.11.2010; 8.509 ; 74.879,20 
855;39;11;4;101;8.07.2008; 10.386 ; 460.930,68 
856;83;27;4;423;14.02.2008; 9.778 ; 493.300,10 
857;111;30;4;444;6.12.2004; 11.021 ; 277.839,41 
858;42;7;4;217;28.06.2018; 11.263 ; 292.950,63 
859;189;2;4;280;30.11.2002; 5.403 ; 82.773,96 
860;110;4;4;238;14.11.2016; 4.211 ; 82.114,50 
861;5;10;6;149;31.07.2004; 250 ; 4.987,50 
862;19;20;2;638;8.07.2018; 322 ; 10.236,38 
863;80;17;4;650;4.03.2015; 1.643 ; 41.387,17 
864;122;7;4;341;14.12.2004; 5.099 ; 155.468,51 
865;18;9;4;406;26.02.2009; 3.596 ; 185.481,68 
866;31;20;2;379;10.11.2008; 523 ; 24.507,78 
867;145;25;6;597;26.03.2013; 442 ; 18.736,38 
868;110;5;1;265;7.07.2016; 8.154 ; 190.558,98 
869;187;10;4;148;23.06.2011; 414 ; 8.333,82 
870;147;20;4;320;22.02.2004; 3.422 ; 181.879,30 
871;57;13;4;241;18.09.2007; 11.164 ; 448.234,60 
872;114;28;3;183;7.01.2011; 8.077 ; 418.550,14 
